ma_nhan_vien,ho_ten,ho_ten_chuan,don_vi,chuc_vu,email
NV000188,Lý Văn Long,ly van long,Phòng Đào tạo - Cục Tham mưu (BQP),Trưởng nhóm,nv000188@donvi.gov.vn
NV000189,Nguyễn Công Khang,nguyen cong khang,Phòng Công nghệ - Cục Tổ chức cán bộ (CA),Thành viên,nv000189@donvi.gov.vn
NV000190,Nguyễn Ngọc Xuân,nguyen ngoc xuan,Phòng Đào tạo - Cục Quân huấn (CA),Trưởng nhóm,nv000190@donvi.gov.vn
NV000191,Đặng Văn Dũng,dang van dung,Phòng Tác chiến - Cục Kế hoạch - Tài chính (CA),Thành viên,nv000191@donvi.gov.vn
NV000192,Hoàng Công Khang,hoang cong khang,Phòng Đào tạo - Cục Tham mưu (BQP),Nhân viên,nv000192@donvi.gov.vn
NV000193,Bùi Văn Tâm,bui van tam,Phòng Pháp chế - Cục Tham mưu (CA),Chuyên viên chính,nv000193@donvi.gov.vn
NV000194,Hồ Quốc Dũng,ho quoc dung,Phòng Công nghệ - Cục Tổ chức cán bộ (CA),Chuyên viên chính,nv000194@donvi.gov.vn
NV000195,Huỳnh Kim Nhung,huynh kim nhung,Phòng Tác chiến - Cục Tham mưu (CA),Thành viên,nv000195@donvi.gov.vn
NV000196,Hồ Quốc Dũng,ho quoc dung,Phòng Hành chính - Cục Tham mưu (BQP),Nhân viên,nv000196@donvi.gov.vn
NV000197,Vũ Ngọc Nga,vu ngoc nga,Phòng Đào tạo - Cục Tham mưu (BQP),Phó trưởng phòng,nv000197@donvi.gov.vn
NV000198,Lê Công Việt,le cong viet,Phòng Pháp chế - Cục Kế hoạch - Tài chính (CA),Chuyên viên chính,nv000198@donvi.gov.vn
NV000199,Huỳnh Hồng Vy,huynh hong vy,Phòng Pháp chế - Cục Kế hoạch - Tài chính (CA),Trưởng nhóm,nv000199@donvi.gov.vn
NV000200,Phan Văn Hùng,phan van hung,Phòng Tác chiến - Cục Quân huấn (CA),Thành viên,nv000200@donvi.gov.vn
NV000201,Phạm Minh Tuấn,pham minh tuan,Phòng Thanh tra - Cục Kế hoạch - Tài chính (CA),Trưởng phòng,nv000201@donvi.gov.vn
NV000202,Đỗ Công Long,do cong long,Phòng Công nghệ - Cục Chính trị (CA),Phó trưởng phòng,nv000202@donvi.gov.vn
NV000203,Ngô Diệu Chi,ngo dieu chi,Phòng Thanh tra - Cục Quân huấn (CA),Trưởng nhóm,nv000203@donvi.gov.vn
NV000204,Hoàng Công Sơn,hoang cong son,Phòng Nhân sự - Cục Quân huấn (CA),Nhân viên,nv000204@donvi.gov.vn
NV000205,Ngô Diệu Trang,ngo dieu trang,Phòng Đào tạo - Cục Chính trị (BQP),Chuyên viên,nv000205@donvi.gov.vn
NV000206,Phan Thành Quang,phan thanh quang,Phòng Nhân sự - Cục Chính trị (BQP),Phó trưởng phòng,nv000206@donvi.gov.vn
NV000207,Ngô Ngọc Mai,ngo ngoc mai,Phòng Pháp chế - Cục Tham mưu (CA),Trưởng nhóm,nv000207@donvi.gov.vn
NV000208,Lý Thị Trang,ly thi trang,Phòng Truyền thông - Cục Kỹ thuật (BQP),Phó trưởng phòng,nv000208@donvi.gov.vn
NV000209,Phạm Công Nam,pham cong nam,Phòng Tác chiến - Cục Tham mưu (CA),Phó trưởng phòng,nv000209@donvi.gov.vn
NV000210,Phan Hữu Quang,phan huu quang,Phòng Công nghệ - Cục Tác chiến (BQP),Trưởng phòng,nv000210@donvi.gov.vn
NV000211,Hoàng Quốc Tuấn,hoang quoc tuan,Phòng Kỹ thuật - Cục Kế hoạch - Tài chính (BQP),Nhân viên,nv000211@donvi.gov.vn
NV000212,Trần Thị Thủy,tran thi thuy,Phòng Tác chiến - Cục Quân huấn (CA),Phó trưởng phòng,nv000212@donvi.gov.vn
NV000213,Hồ Diệu Nga,ho dieu nga,Phòng Truyền thông - Cục Tham mưu (CA),Thành viên,nv000213@donvi.gov.vn
NV000214,Hồ Thị Nhung,ho thi nhung,Phòng Nhân sự - Cục Chính trị (CA),Thành viên,nv000214@donvi.gov.vn
NV000215,Nguyễn Ngọc Nga,nguyen ngoc nga,Phòng Thanh tra - Cục Tổ chức cán bộ (CA),Trưởng nhóm,nv000215@donvi.gov.vn
NV000216,Trần Văn Phong,tran van phong,Phòng Thanh tra - Cục Kế hoạch - Tài chính (CA),Thành viên,nv000216@donvi.gov.vn
NV000217,Trần Hồng Hà,tran hong ha,Phòng Công nghệ - Cục Tổ chức cán bộ (CA),Trưởng phòng,nv000217@donvi.gov.vn
NV000218,Ngô Quốc Sơn,ngo quoc son,Phòng Tác chiến - Cục Chính trị (BQP),Thành viên,nv000218@donvi.gov.vn
NV000219,Nguyễn Diệu Mai,nguyen dieu mai,Phòng Truyền thông - Cục Tham mưu (BQP),Nhân viên,nv000219@donvi.gov.vn
NV000220,Đặng Thành Sơn,dang thanh son,Phòng Pháp chế - Cục Chính trị (BQP),Phó trưởng phòng,nv000220@donvi.gov.vn
NV000221,Ngô Công Sơn,ngo cong son,Phòng Truyền thông - Cục Tham mưu (CA),Trưởng phòng,nv000221@donvi.gov.vn
NV000222,Phạm Minh Sơn,pham minh son,Phòng Pháp chế - Cục Tham mưu (CA),Chuyên viên chính,nv000222@donvi.gov.vn
NV000223,Dương Diệu Trang,duong dieu trang,Phòng Công nghệ - Cục Chính trị (BQP),Trưởng nhóm,nv000223@donvi.gov.vn
NV000224,Huỳnh Văn Khang,huynh van khang,Phòng Pháp chế - Cục Kế hoạch - Tài chính (CA),Trưởng phòng,nv000224@donvi.gov.vn
NV000225,Trần Đức Quang,tran duc quang,Phòng Nhân sự - Cục Tham mưu (CA),Chuyên viên chính,nv000225@donvi.gov.vn
NV000226,Dương Thị Xuân,duong thi xuan,Phòng Pháp chế - Cục Kế hoạch - Tài chính (CA),Nhân viên,nv000226@donvi.gov.vn
NV000227,Hồ Thành Dũng,ho thanh dung,Phòng Thanh tra - Cục Tham mưu (CA),Chuyên viên,nv000227@donvi.gov.vn
NV000228,Lê Hồng Anh,le hong anh,Phòng Công nghệ - Cục Chính trị (BQP),Thành viên,nv000228@donvi.gov.vn
NV000229,Phan Công Quang,phan cong quang,Phòng Pháp chế - Cục Tham mưu (CA),Phó trưởng phòng,nv000229@donvi.gov.vn
NV000230,Ngô Đức Dũng,ngo duc dung,Phòng Truyền thông - Cục Tham mưu (BQP),Chuyên viên,nv000230@donvi.gov.vn
NV000231,Vũ Đức Bình,vu duc binh,Phòng Đào tạo - Cục Kỹ thuật (BQP),Chuyên viên,nv000231@donvi.gov.vn
NV000232,Nguyễn Kim Thảo,nguyen kim thao,Phòng Tác chiến - Cục Chính trị (BQP),Phó trưởng phòng,nv000232@donvi.gov.vn
NV000233,Hoàng Ngọc Vy,hoang ngoc vy,Phòng Tác chiến - Cục Quân huấn (CA),Thành viên,nv000233@donvi.gov.vn
NV000234,Trần Quốc Hùng,tran quoc hung,Phòng Nhân sự - Cục Chính trị (CA),Nhân viên,nv000234@donvi.gov.vn
NV000235,Vũ Ngọc Lan,vu ngoc lan,Phòng Công nghệ - Cục Chính trị (CA),Thành viên,nv000235@donvi.gov.vn
NV000236,Đặng Diệu Hoa,dang dieu hoa,Phòng Nhân sự - Cục Quân huấn (CA),Trưởng nhóm,nv000236@donvi.gov.vn
NV000237,Vũ Hữu Tâm,vu huu tam,Phòng Hành chính - Cục Kế hoạch - Tài chính (CA),Chuyên viên chính,nv000237@donvi.gov.vn
NV000238,Lê Diệu Mai,le dieu mai,Phòng Tác chiến - Cục Kế hoạch - Tài chính (CA),Trưởng nhóm,nv000238@donvi.gov.vn
NV000239,Phan Quốc Hùng,phan quoc hung,Phòng Truyền thông - Cục Tham mưu (BQP),Phó trưởng phòng,nv000239@donvi.gov.vn
NV000240,Trần Ngọc Hoa,tran ngoc hoa,Phòng Đào tạo - Cục Kỹ thuật (BQP),Chuyên viên,nv000240@donvi.gov.vn
NV000241,Nguyễn Hữu Nam,nguyen huu nam,Phòng Nhân sự - Cục Tác chiến (BQP),Chuyên viên chính,nv000241@donvi.gov.vn
NV000242,Lê Đức Tâm,le duc tam,Phòng Truyền thông - Cục Kỹ thuật (BQP),Trưởng nhóm,nv000242@donvi.gov.vn
NV000243,Lê Diệu Hà,le dieu ha,Phòng Pháp chế - Cục Chính trị (BQP),Chuyên viên chính,nv000243@donvi.gov.vn
NV000244,Phạm Ngọc Nga,pham ngoc nga,Phòng Pháp chế - Cục Tham mưu (CA),Phó trưởng phòng,nv000244@donvi.gov.vn
NV000245,Phan Thành Cường,phan thanh cuong,Phòng Tác chiến - Cục Kế hoạch - Tài chính (CA),Nhân viên,nv000245@donvi.gov.vn
NV000246,Phan Quốc Long,phan quoc long,Phòng Tác chiến - Cục Kế hoạch - Tài chính (BQP),Chuyên viên,nv000246@donvi.gov.vn
NV000247,Ngô Công Hùng,ngo cong hung,Phòng Nhân sự - Cục Kế hoạch - Tài chính (BQP),Nhân viên,nv000247@donvi.gov.vn
NV000248,Bùi Ngọc Trang,bui ngoc trang,Phòng Kỹ thuật - Cục Kế hoạch - Tài chính (BQP),Chuyên viên,nv000248@donvi.gov.vn
NV000249,Dương Quốc Tuấn,duong quoc tuan,Phòng Nhân sự - Cục Kế hoạch - Tài chính (BQP),Trưởng phòng,nv000249@donvi.gov.vn
NV000250,Hồ Bích Phương,ho bich phuong,Phòng Pháp chế - Cục Tác chiến (BQP),Trưởng nhóm,nv000250@donvi.gov.vn
NV000251,Dương Thành Đạt,duong thanh dat,Phòng Thanh tra - Cục Kế hoạch - Tài chính (CA),Thành viên,nv000251@donvi.gov.vn
NV000252,Võ Bích Lan,vo bich lan,Phòng Công nghệ - Cục Tác chiến (BQP),Chuyên viên,nv000252@donvi.gov.vn
NV000253,Huỳnh Thị Nga,huynh thi nga,Phòng Truyền thông - Cục Tham mưu (CA),Thành viên,nv000253@donvi.gov.vn
NV000254,Hồ Kim Chi,ho kim chi,Phòng Truyền thông - Cục Kỹ thuật (BQP),Trưởng nhóm,nv000254@donvi.gov.vn
NV000255,Lê Đức Sơn,le duc son,Phòng Thanh tra - Cục Chính trị (BQP),Trưởng nhóm,nv000255@donvi.gov.vn
NV000256,Bùi Kim Mai,bui kim mai,Phòng Tác chiến - Cục Kế hoạch - Tài chính (CA),Trưởng nhóm,nv000256@donvi.gov.vn
NV000257,Phạm Hồng Phương,pham hong phuong,Phòng Thanh tra - Cục Tham mưu (CA),Chuyên viên,nv000257@donvi.gov.vn
NV000258,Bùi Đức Tuấn,bui duc tuan,Phòng Pháp chế - Cục Tham mưu (CA),Trưởng nhóm,nv000258@donvi.gov.vn
NV000259,Đặng Đức Hải,dang duc hai,Phòng Nhân sự - Cục Tham mưu (BQP),Thành viên,nv000259@donvi.gov.vn
NV000260,Huỳnh Thị Hà,huynh thi ha,Phòng Pháp chế - Cục Chính trị (BQP),Trưởng nhóm,nv000260@donvi.gov.vn
NV000261,Phạm Công Giang,pham cong giang,Phòng Pháp chế - Cục Tác chiến (BQP),Phó trưởng phòng,nv000261@donvi.gov.vn
NV000262,Dương Công Nam,duong cong nam,Phòng Pháp chế - Cục Tham mưu (CA),Nhân viên,nv000262@donvi.gov.vn
NV000263,Đặng Công Hải,dang cong hai,Phòng Thanh tra - Cục Tham mưu (CA),Chuyên viên,nv000263@donvi.gov.vn
NV000264,Vũ Văn Khang,vu van khang,Phòng Pháp chế - Cục Tham mưu (CA),Nhân viên,nv000264@donvi.gov.vn
NV000265,Hồ Hữu Phong,ho huu phong,Phòng Kỹ thuật - Cục Tham mưu (BQP),Chuyên viên,nv000265@donvi.gov.vn
NV000266,Ngô Diệu Nhung,ngo dieu nhung,Phòng Truyền thông - Cục Tham mưu (CA),Trưởng phòng,nv000266@donvi.gov.vn
NV000267,Dương Ngọc Xuân,duong ngoc xuan,Phòng Tác chiến - Cục Kế hoạch - Tài chính (CA),Chuyên viên chính,nv000267@donvi.gov.vn
NV000268,Trần Thu Anh,tran thu anh,Phòng Nhân sự - Cục Kế hoạch - Tài chính (BQP),Chuyên viên,nv000268@donvi.gov.vn
NV000269,Phan Văn Hải,phan van hai,Phòng Đào tạo - Cục Quân huấn (CA),Thành viên,nv000269@donvi.gov.vn
NV000270,Đặng Đức Thắng,dang duc thang,Phòng Truyền thông - Cục Tham mưu (CA),Trưởng nhóm,nv000270@donvi.gov.vn
NV000271,Đặng Thành Hùng,dang thanh hung,Phòng Tác chiến - Cục Kế hoạch - Tài chính (CA),Chuyên viên chính,nv000271@donvi.gov.vn
NV000272,Đỗ Thành Tuấn,do thanh tuan,Phòng Tác chiến - Cục Kế hoạch - Tài chính (BQP),Nhân viên,nv000272@donvi.gov.vn
NV000273,Dương Bích Hà,duong bich ha,Phòng Nhân sự - Cục Chính trị (BQP),Trưởng nhóm,nv000273@donvi.gov.vn
NV000274,Võ Thu Linh,vo thu linh,Phòng Đào tạo - Cục Quân huấn (CA),Chuyên viên,nv000274@donvi.gov.vn
NV000275,Đỗ Ngọc Mai,do ngoc mai,Phòng Kỹ thuật - Cục Tổ chức cán bộ (CA),Chuyên viên,nv000275@donvi.gov.vn
NV000276,Huỳnh Hữu Thắng,huynh huu thang,Phòng Kỹ thuật - Cục Tổ chức cán bộ (CA),Thành viên,nv000276@donvi.gov.vn
NV000277,Nguyễn Diệu Hà,nguyen dieu ha,Phòng Kỹ thuật - Cục Tham mưu (BQP),Nhân viên,nv000277@donvi.gov.vn
NV000278,Phạm Quốc Giang,pham quoc giang,Phòng Pháp chế - Cục Tham mưu (CA),Trưởng nhóm,nv000278@donvi.gov.vn
NV000279,Hoàng Quốc Tâm,hoang quoc tam,Phòng Thanh tra - Cục Chính trị (BQP),Chuyên viên chính,nv000279@donvi.gov.vn
NV000280,Vũ Thu Anh,vu thu anh,Phòng Pháp chế - Cục Kế hoạch - Tài chính (CA),Trưởng phòng,nv000280@donvi.gov.vn
NV000281,Huỳnh Văn Đạt,huynh van dat,Phòng Tác chiến - Cục Kỹ thuật (BQP),Trưởng nhóm,nv000281@donvi.gov.vn
NV000282,Đặng Bích Linh,dang bich linh,Phòng Nhân sự - Cục Chính trị (BQP),Trưởng phòng,nv000282@donvi.gov.vn
NV000283,Phạm Văn Hải,pham van hai,Phòng Tác chiến - Cục Kế hoạch - Tài chính (BQP),Chuyên viên chính,nv000283@donvi.gov.vn
NV000284,Hồ Kim Chi,ho kim chi,Phòng Đào tạo - Cục Quân huấn (CA),Trưởng nhóm,nv000284@donvi.gov.vn
NV000285,Lý Thị Anh,ly thi anh,Phòng Tác chiến - Cục Tham mưu (CA),Thành viên,nv000285@donvi.gov.vn
NV000286,Hoàng Kim Phương,hoang kim phuong,Phòng Pháp chế - Cục Chính trị (BQP),Thành viên,nv000286@donvi.gov.vn
NV000287,Phạm Quốc Sơn,pham quoc son,Phòng Thanh tra - Cục Tổ chức cán bộ (CA),Phó trưởng phòng,nv000287@donvi.gov.vn
NV000288,Lê Đức Tâm,le duc tam,Phòng Nhân sự - Cục Tác chiến (BQP),Trưởng nhóm,nv000288@donvi.gov.vn
NV000289,Dương Hữu Thắng,duong huu thang,Phòng Nhân sự - Cục Quân huấn (CA),Phó trưởng phòng,nv000289@donvi.gov.vn
NV000290,Dương Quốc Sơn,duong quoc son,Phòng Truyền thông - Cục Kỹ thuật (BQP),Trưởng nhóm,nv000290@donvi.gov.vn
NV000291,Trần Bích Nga,tran bich nga,Phòng Nhân sự - Cục Tác chiến (BQP),Thành viên,nv000291@donvi.gov.vn
NV000292,Bùi Thu Huyền,bui thu huyen,Phòng Hành chính - Cục Tham mưu (BQP),Chuyên viên,nv000292@donvi.gov.vn
NV000293,Nguyễn Quốc An,nguyen quoc an,Phòng Kỹ thuật - Cục Kế hoạch - Tài chính (BQP),Chuyên viên chính,nv000293@donvi.gov.vn
NV000294,Đặng Đức Giang,dang duc giang,Phòng Truyền thông - Cục Tham mưu (CA),Nhân viên,nv000294@donvi.gov.vn
NV000295,Hoàng Hữu Phong,hoang huu phong,Phòng Pháp chế - Cục Tham mưu (CA),Phó trưởng phòng,nv000295@donvi.gov.vn
NV000296,Ngô Hồng Mai,ngo hong mai,Phòng Nhân sự - Cục Quân huấn (CA),Phó trưởng phòng,nv000296@donvi.gov.vn
NV000297,Bùi Ngọc Trang,bui ngoc trang,Phòng Hành chính - Cục Tham mưu (BQP),Thành viên,nv000297@donvi.gov.vn
NV000298,Nguyễn Thành An,nguyen thanh an,Phòng Tác chiến - Cục Chính trị (BQP),Thành viên,nv000298@donvi.gov.vn
NV000299,Hoàng Thị Nhung,hoang thi nhung,Phòng Nhân sự - Cục Chính trị (BQP),Chuyên viên chính,nv000299@donvi.gov.vn
NV000300,Vũ Hồng Vy,vu hong vy,Phòng Đào tạo - Cục Chính trị (BQP),Trưởng phòng,nv000300@donvi.gov.vn
NV000301,Hoàng Công Tuấn,hoang cong tuan,Phòng Nhân sự - Cục Tham mưu (CA),Trưởng phòng,nv000301@donvi.gov.vn
NV000302,Ngô Minh Nam,ngo minh nam,Phòng Tác chiến - Cục Chính trị (CA),Nhân viên,nv000302@donvi.gov.vn
NV000303,Phan Hữu Hải,phan huu hai,Phòng Truyền thông - Cục Kỹ thuật (BQP),Trưởng phòng,nv000303@donvi.gov.vn
NV000304,Lý Thị Chi,ly thi chi,Phòng Công nghệ - Cục Chính trị (CA),Chuyên viên chính,nv000304@donvi.gov.vn
NV000305,Ngô Công Hùng,ngo cong hung,Phòng Tác chiến - Cục Tham mưu (CA),Trưởng phòng,nv000305@donvi.gov.vn
NV000306,Đỗ Thu Hà,do thu ha,Phòng Nhân sự - Cục Chính trị (CA),Nhân viên,nv000306@donvi.gov.vn
NV000307,Võ Ngọc Lan,vo ngoc lan,Phòng Nhân sự - Cục Chính trị (BQP),Trưởng phòng,nv000307@donvi.gov.vn
NV000308,Dương Thành Nam,duong thanh nam,Phòng Pháp chế - Cục Chính trị (BQP),Phó trưởng phòng,nv000308@donvi.gov.vn
NV000309,Võ Công Dũng,vo cong dung,Phòng Đào tạo - Cục Kỹ thuật (BQP),Trưởng nhóm,nv000309@donvi.gov.vn
NV000310,Nguyễn Công Tuấn,nguyen cong tuan,Phòng Công nghệ - Cục Chính trị (BQP),Chuyên viên,nv000310@donvi.gov.vn
NV000311,Ngô Hữu An,ngo huu an,Phòng Đào tạo - Cục Quân huấn (CA),Chuyên viên,nv000311@donvi.gov.vn
NV000312,Đặng Kim Dung,dang kim dung,Phòng Thanh tra - Cục Kế hoạch - Tài chính (BQP),Nhân viên,nv000312@donvi.gov.vn
NV000313,Ngô Thị Chi,ngo thi chi,Phòng Nhân sự - Cục Kế hoạch - Tài chính (BQP),Chuyên viên chính,nv000313@donvi.gov.vn
NV000314,Đỗ Diệu Thủy,do dieu thuy,Phòng Hành chính - Cục Tham mưu (BQP),Thành viên,nv000314@donvi.gov.vn
NV000315,Đặng Diệu Mai,dang dieu mai,Phòng Pháp chế - Cục Tác chiến (BQP),Chuyên viên chính,nv000315@donvi.gov.vn
NV000316,Trần Đức Cường,tran duc cuong,Phòng Nhân sự - Cục Tác chiến (BQP),Chuyên viên,nv000316@donvi.gov.vn
NV000317,Ngô Minh Đạt,ngo minh dat,Phòng Pháp chế - Cục Tham mưu (CA),Thành viên,nv000317@donvi.gov.vn
NV000318,Lê Văn Khang,le van khang,Phòng Kỹ thuật - Cục Tham mưu (BQP),Phó trưởng phòng,nv000318@donvi.gov.vn
NV000319,Hoàng Văn Hùng,hoang van hung,Phòng Công nghệ - Cục Chính trị (BQP),Trưởng phòng,nv000319@donvi.gov.vn
NV000320,Phan Diệu Anh,phan dieu anh,Phòng Đào tạo - Cục Kỹ thuật (BQP),Phó trưởng phòng,nv000320@donvi.gov.vn
NV000321,Trần Hồng Mai,tran hong mai,Phòng Tác chiến - Cục Kỹ thuật (BQP),Trưởng phòng,nv000321@donvi.gov.vn
NV000322,Huỳnh Hữu Bình,huynh huu binh,Phòng Tác chiến - Cục Kế hoạch - Tài chính (CA),Phó trưởng phòng,nv000322@donvi.gov.vn
NV000323,Bùi Minh Phong,bui minh phong,Phòng Đào tạo - Cục Kỹ thuật (BQP),Trưởng nhóm,nv000323@donvi.gov.vn
NV000324,Ngô Hồng Hà,ngo hong ha,Phòng Truyền thông - Cục Tham mưu (BQP),Nhân viên,nv000324@donvi.gov.vn
NV000325,Ngô Thành Đạt,ngo thanh dat,Phòng Tác chiến - Cục Kế hoạch - Tài chính (BQP),Thành viên,nv000325@donvi.gov.vn
NV000326,Vũ Bích Nga,vu bich nga,Phòng Pháp chế - Cục Tham mưu (CA),Chuyên viên,nv000326@donvi.gov.vn
NV000327,Bùi Văn Tuấn,bui van tuan,Phòng Truyền thông - Cục Tham mưu (BQP),Chuyên viên chính,nv000327@donvi.gov.vn
NV000328,Huỳnh Văn Bình,huynh van binh,Phòng Kỹ thuật - Cục Tham mưu (BQP),Thành viên,nv000328@donvi.gov.vn
NV000329,Bùi Đức Tâm,bui duc tam,Phòng Kỹ thuật - Cục Kế hoạch - Tài chính (BQP),Trưởng nhóm,nv000329@donvi.gov.vn
NV000330,Phan Thị Thủy,phan thi thuy,Phòng Hành chính - Cục Tham mưu (CA),Chuyên viên chính,nv000330@donvi.gov.vn
NV000331,Huỳnh Quốc Nam,huynh quoc nam,Phòng Pháp chế - Cục Tham mưu (CA),Thành viên,nv000331@donvi.gov.vn
NV000332,Huỳnh Minh Hải,huynh minh hai,Phòng Kỹ thuật - Cục Kế hoạch - Tài chính (BQP),Chuyên viên,nv000332@donvi.gov.vn
NV000333,Phạm Hồng Thảo,pham hong thao,Phòng Đào tạo - Cục Chính trị (BQP),Phó trưởng phòng,nv000333@donvi.gov.vn
NV000334,Đặng Thu Trang,dang thu trang,Phòng Thanh tra - Cục Tổ chức cán bộ (CA),Chuyên viên chính,nv000334@donvi.gov.vn
NV000335,Phan Diệu Vy,phan dieu vy,Phòng Đào tạo - Cục Tham mưu (BQP),Phó trưởng phòng,nv000335@donvi.gov.vn
NV000336,Lê Quốc Đạt,le quoc dat,Phòng Nhân sự - Cục Chính trị (CA),Nhân viên,nv000336@donvi.gov.vn
NV000337,Dương Hữu Nam,duong huu nam,Phòng Thanh tra - Cục Tham mưu (CA),Trưởng phòng,nv000337@donvi.gov.vn
NV000338,Võ Hồng Yến,vo hong yen,Phòng Thanh tra - Cục Kế hoạch - Tài chính (BQP),Thành viên,nv000338@donvi.gov.vn
NV000339,Dương Kim Vy,duong kim vy,Phòng Nhân sự - Cục Quân huấn (CA),Chuyên viên chính,nv000339@donvi.gov.vn
NV000340,Phan Hồng Yến,phan hong yen,Phòng Thanh tra - Cục Tổ chức cán bộ (CA),Trưởng nhóm,nv000340@donvi.gov.vn
NV000341,Lý Thành Việt,ly thanh viet,Phòng Nhân sự - Cục Tham mưu (CA),Thành viên,nv000341@donvi.gov.vn
NV000342,Trần Thị Lan,tran thi lan,Phòng Pháp chế - Cục Chính trị (BQP),Phó trưởng phòng,nv000342@donvi.gov.vn
NV000343,Vũ Đức Hải,vu duc hai,Phòng Thanh tra - Cục Tham mưu (CA),Phó trưởng phòng,nv000343@donvi.gov.vn
NV000344,Đặng Ngọc Nhung,dang ngoc nhung,Phòng Pháp chế - Cục Chính trị (BQP),Trưởng phòng,nv000344@donvi.gov.vn
NV000345,Nguyễn Quốc Tâm,nguyen quoc tam,Phòng Đào tạo - Cục Tham mưu (BQP),Nhân viên,nv000345@donvi.gov.vn
NV000346,Bùi Công Bình,bui cong binh,Phòng Truyền thông - Cục Tham mưu (CA),Trưởng nhóm,nv000346@donvi.gov.vn
NV000347,Hoàng Quốc Nam,hoang quoc nam,Phòng Đào tạo - Cục Quân huấn (CA),Nhân viên,nv000347@donvi.gov.vn
NV000348,Ngô Hữu Giang,ngo huu giang,Phòng Công nghệ - Cục Tác chiến (BQP),Trưởng nhóm,nv000348@donvi.gov.vn
NV000349,Huỳnh Quốc Việt,huynh quoc viet,Phòng Pháp chế - Cục Tác chiến (BQP),Chuyên viên chính,nv000349@donvi.gov.vn
NV000350,Trần Minh Quang,tran minh quang,Phòng Hành chính - Cục Kế hoạch - Tài chính (CA),Trưởng phòng,nv000350@donvi.gov.vn
